id_student,code_module,code_presentation,previous_attempts,assessments_due,assessments_submitted,completion_rate,mean_score,on_time_rate,mean_submission_delay,target
593631,BBB,2013J,0,3,3,1.0,83.333333,0.666667,-2.333333,successful
593685,BBB,2013J,0,3,3,1.0,78.333333,0.666667,0.666667,successful
593692,BBB,2013J,0,3,3,1.0,75.333333,0.333333,0.666667,successful
593694,BBB,2013J,0,3,3,1.0,84.333333,0.666667,-1.333333,successful
593695,BBB,2013J,0,3,2,0.666667,61.0,1.0,-0.5,successful
593706,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
593707,BBB,2013J,0,3,3,1.0,49.0,0.333333,2.666667,at_risk
593709,BBB,2013J,0,3,3,1.0,67.666667,0.333333,0.666667,at_risk
593711,BBB,2013J,0,3,3,1.0,67.666667,0.0,8.0,successful
593712,BBB,2013J,0,3,3,1.0,81.666667,0.666667,0.0,successful
593715,BBB,2013J,0,3,3,1.0,82.0,0.666667,0.333333,successful
593727,BBB,2013J,0,3,3,1.0,69.0,0.666667,0.666667,successful
593743,BBB,2013J,0,3,3,1.0,81.333333,0.666667,0.0,successful
593798,BBB,2013J,0,3,3,1.0,86.666667,0.666667,-2.0,successful
593871,BBB,2013J,0,3,3,1.0,85.666667,0.666667,0.333333,successful
593875,BBB,2013J,0,3,3,1.0,94.0,0.666667,-0.333333,successful
593898,BBB,2013J,0,3,3,1.0,86.0,0.666667,-0.666667,successful
593900,BBB,2013J,0,3,3,1.0,81.0,0.666667,-4.333333,successful
593930,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
594015,BBB,2013J,0,3,3,1.0,84.0,0.0,5.666667,successful
594038,BBB,2013J,0,3,3,1.0,60.333333,0.666667,0.666667,at_risk
594043,BBB,2013J,0,3,3,1.0,72.333333,0.666667,-2.0,at_risk
594056,BBB,2013J,0,3,3,1.0,91.333333,0.666667,-1.666667,successful
594057,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
594208,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
594253,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
594456,BBB,2013J,0,3,3,1.0,81.666667,0.333333,5.0,successful
594468,BBB,2013J,0,3,3,1.0,81.333333,0.666667,-0.666667,successful
594497,BBB,2013J,0,3,3,1.0,76.666667,0.666667,0.0,at_risk
594529,BBB,2013J,0,3,3,1.0,86.0,0.666667,-0.333333,successful
594607,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
594677,BBB,2013J,0,3,3,1.0,86.333333,0.666667,-0.666667,successful
594693,BBB,2013J,0,3,3,1.0,87.0,0.666667,-2.333333,successful
594697,BBB,2013J,0,3,2,0.666667,70.5,1.0,-1.0,at_risk
594762,BBB,2013J,0,3,3,1.0,78.0,0.666667,0.666667,successful
594774,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
594776,BBB,2013J,0,3,3,1.0,86.666667,0.666667,0.0,successful
594812,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
594845,BBB,2013J,0,3,2,0.666667,56.5,1.0,-1.5,at_risk
594928,BBB,2013J,0,3,3,1.0,86.666667,0.666667,-1.333333,successful
595010,BBB,2013J,0,3,3,1.0,72.666667,0.666667,-2.0,at_risk
595047,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
595094,BBB,2013J,0,3,2,0.666667,72.0,0.5,0.5,at_risk
595095,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
595103,BBB,2013J,0,3,3,1.0,74.0,0.666667,-1.333333,successful
595138,BBB,2013J,0,3,3,1.0,86.666667,0.666667,0.333333,successful
595232,BBB,2013J,0,3,1,0.333333,74.0,1.0,-2.0,at_risk
595234,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
595241,BBB,2013J,0,3,3,1.0,64.333333,0.666667,0.0,at_risk
595287,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
595295,BBB,2013J,0,3,3,1.0,86.666667,0.666667,0.0,successful
595298,BBB,2013J,0,3,2,0.666667,79.0,0.0,18.5,at_risk
595345,BBB,2013J,0,3,3,1.0,87.333333,0.666667,0.0,successful
595388,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
595420,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
595436,BBB,2013J,0,3,3,1.0,80.0,0.666667,-0.666667,successful
595499,BBB,2013J,0,3,2,0.666667,85.5,1.0,-2.0,at_risk
595509,BBB,2013J,0,3,2,0.666667,87.0,0.0,2.0,at_risk
595570,BBB,2013J,0,3,2,0.666667,90.5,0.0,2.5,at_risk
595594,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
595672,BBB,2013J,0,3,3,1.0,79.0,0.666667,0.0,at_risk
595678,BBB,2013J,0,3,3,1.0,79.0,0.666667,-0.666667,successful
595711,BBB,2013J,0,3,1,0.333333,58.0,1.0,0.0,at_risk
595791,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
595816,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
595818,BBB,2013J,0,3,3,1.0,77.333333,0.333333,2.0,successful
595854,BBB,2013J,0,3,3,1.0,64.0,0.666667,0.0,successful
595874,BBB,2013J,0,3,3,1.0,75.333333,0.666667,-1.333333,successful
595877,BBB,2013J,0,3,1,0.333333,68.0,1.0,-10.0,at_risk
595925,BBB,2013J,0,3,3,1.0,86.666667,0.666667,-4.666667,successful
595959,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
596016,BBB,2013J,0,3,3,1.0,58.666667,0.0,3.666667,at_risk
596017,BBB,2013J,0,3,3,1.0,80.666667,0.666667,-4.666667,successful
596041,BBB,2013J,0,3,3,1.0,88.333333,0.666667,-4.0,at_risk
596095,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
596100,BBB,2013J,0,3,1,0.333333,65.0,0.0,16.0,at_risk
596103,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
596107,BBB,2013J,0,3,3,1.0,70.666667,0.666667,0.0,successful
596108,BBB,2013J,0,3,3,1.0,77.666667,0.333333,5.333333,successful
596112,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
596114,BBB,2013J,0,3,3,1.0,76.333333,0.666667,0.333333,successful
596144,BBB,2013J,0,3,3,1.0,79.0,0.666667,-0.666667,successful
596241,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
596242,BBB,2013J,0,3,3,1.0,56.666667,0.666667,0.0,successful
596275,BBB,2013J,0,3,2,0.666667,73.5,0.0,4.0,at_risk
596305,BBB,2013J,0,3,3,1.0,93.333333,0.666667,0.333333,successful
596360,BBB,2013J,0,3,2,0.666667,62.5,0.0,11.5,at_risk
596372,BBB,2013J,0,3,3,1.0,90.666667,0.333333,3.666667,successful
596390,BBB,2013J,0,3,3,1.0,74.333333,0.666667,0.333333,successful
596417,BBB,2013J,0,3,3,1.0,72.333333,0.666667,-5.0,successful
596451,BBB,2013J,0,3,3,1.0,92.0,0.666667,-0.333333,successful
596535,BBB,2013J,0,3,3,1.0,84.333333,0.666667,-7.666667,successful
596583,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
596596,BBB,2013J,0,3,3,1.0,83.666667,0.666667,0.0,at_risk
596641,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
596677,BBB,2013J,0,3,2,0.666667,85.0,0.5,1.0,at_risk
596814,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
596820,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
596847,BBB,2013J,0,3,3,1.0,77.0,0.333333,2.0,successful
596849,BBB,2013J,0,3,3,1.0,88.0,0.666667,0.333333,at_risk
596892,BBB,2013J,0,3,3,1.0,57.666667,0.666667,0.0,at_risk
596897,BBB,2013J,0,3,3,1.0,82.666667,0.666667,0.0,successful
596961,BBB,2013J,0,3,3,1.0,78.666667,0.666667,0.0,at_risk
596964,BBB,2013J,0,3,3,1.0,79.0,0.666667,-1.0,successful
596988,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
597033,BBB,2013J,0,3,1,0.333333,65.0,0.0,8.0,at_risk
597050,BBB,2013J,0,3,3,1.0,87.333333,0.666667,-0.333333,successful
597078,BBB,2013J,0,3,2,0.666667,84.5,0.5,0.5,at_risk
597102,BBB,2013J,0,3,3,1.0,89.0,0.666667,-1.333333,successful
597109,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
597142,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
597255,BBB,2013J,0,3,3,1.0,84.0,0.666667,-0.333333,at_risk
597286,BBB,2013J,0,3,3,1.0,76.666667,0.666667,0.333333,successful
597301,BBB,2013J,0,3,3,1.0,89.0,0.666667,-0.666667,successful
597321,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
597451,BBB,2013J,0,3,1,0.333333,81.0,0.0,3.0,at_risk
597532,BBB,2013J,0,3,3,1.0,83.333333,0.666667,0.0,at_risk
597582,BBB,2013J,0,3,2,0.666667,62.5,1.0,-1.5,at_risk
597689,BBB,2013J,0,3,3,1.0,85.0,0.333333,2.333333,at_risk
597742,BBB,2013J,0,3,3,1.0,75.666667,0.666667,-0.333333,successful
597790,BBB,2013J,0,3,3,1.0,84.333333,0.666667,-0.333333,successful
597866,BBB,2013J,0,3,3,1.0,66.333333,0.333333,2.666667,at_risk
597878,BBB,2013J,0,3,3,1.0,81.666667,0.666667,0.0,successful
597886,BBB,2013J,0,3,3,1.0,89.666667,0.666667,0.0,successful
597894,BBB,2013J,0,3,3,1.0,78.666667,0.666667,-0.666667,successful
598000,BBB,2013J,0,3,3,1.0,81.666667,0.666667,-2.0,successful
598199,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
598202,BBB,2013J,0,3,1,0.333333,65.0,1.0,-6.0,at_risk
598230,BBB,2013J,0,3,3,1.0,81.0,0.666667,-1.333333,successful
598243,BBB,2013J,0,3,3,1.0,84.333333,0.666667,-1.666667,successful
598252,BBB,2013J,0,3,3,1.0,83.666667,0.333333,1.0,successful
598253,BBB,2013J,0,3,3,1.0,68.333333,0.666667,-7.0,successful
598260,BBB,2013J,0,3,3,1.0,59.0,0.333333,1.333333,at_risk
598315,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
598351,BBB,2013J,0,3,3,1.0,67.333333,0.333333,2.666667,successful
598394,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
598462,BBB,2013J,0,3,3,1.0,76.333333,0.666667,0.666667,successful
598503,BBB,2013J,0,3,1,0.333333,65.0,1.0,-5.0,at_risk
598538,BBB,2013J,0,3,1,0.333333,60.0,1.0,0.0,at_risk
598562,BBB,2013J,0,3,1,0.333333,30.0,1.0,0.0,at_risk
598596,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
598623,BBB,2013J,0,3,3,1.0,73.0,0.666667,-0.333333,successful
598709,BBB,2013J,0,3,2,0.666667,84.5,0.5,0.5,successful
598760,BBB,2013J,0,3,3,1.0,80.666667,0.666667,-1.0,successful
598865,BBB,2013J,0,3,3,1.0,66.333333,0.666667,0.333333,successful
598883,BBB,2013J,0,3,3,1.0,93.666667,0.666667,-1.333333,successful
598901,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
598907,BBB,2013J,0,3,3,1.0,90.0,0.666667,0.333333,successful
598914,BBB,2013J,0,3,3,1.0,77.333333,0.666667,-1.0,successful
598969,BBB,2013J,0,3,3,1.0,77.0,0.666667,-8.0,successful
598986,BBB,2013J,0,3,3,1.0,78.666667,0.666667,0.0,at_risk
599016,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,successful
599037,BBB,2013J,0,3,3,1.0,80.333333,0.666667,0.0,successful
599161,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
599230,BBB,2013J,0,3,3,1.0,85.333333,0.666667,-1.0,successful
599292,BBB,2013J,0,3,3,1.0,85.666667,0.666667,0.666667,successful
599402,BBB,2013J,0,3,3,1.0,72.0,0.666667,-2.0,successful
599423,BBB,2013J,0,3,1,0.333333,75.0,1.0,-1.0,at_risk
599427,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
599432,BBB,2013J,0,3,1,0.333333,60.0,1.0,0.0,at_risk
599434,BBB,2013J,0,3,2,0.666667,72.5,0.5,4.0,at_risk
599456,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
599475,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
599606,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
599639,BBB,2013J,0,3,3,1.0,85.0,0.666667,-1.0,at_risk
599640,BBB,2013J,0,3,1,0.333333,70.0,1.0,0.0,at_risk
599644,BBB,2013J,0,3,3,1.0,67.333333,0.666667,-0.666667,at_risk
599709,BBB,2013J,0,3,3,1.0,76.0,0.333333,1.666667,at_risk
599739,BBB,2013J,0,3,2,0.666667,90.0,0.5,1.0,successful
599748,BBB,2013J,0,3,3,1.0,81.0,0.666667,-0.666667,successful
599785,BBB,2013J,0,3,3,1.0,78.666667,0.333333,1.0,successful
599787,BBB,2013J,0,3,3,1.0,83.333333,0.666667,-2.0,successful
599794,BBB,2013J,0,3,3,1.0,81.0,0.666667,0.0,successful
599802,BBB,2013J,0,3,1,0.333333,79.0,1.0,-3.0,at_risk
599836,BBB,2013J,0,3,3,1.0,77.666667,0.666667,-0.333333,successful
599840,BBB,2013J,0,3,3,1.0,70.0,0.666667,0.0,at_risk
599895,BBB,2013J,0,3,3,1.0,83.666667,0.666667,-1.333333,successful
599908,BBB,2013J,0,3,3,1.0,81.0,0.333333,1.666667,successful
599960,BBB,2013J,0,3,3,1.0,90.666667,0.666667,-0.666667,at_risk
600006,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600121,BBB,2013J,0,3,3,1.0,73.0,0.666667,-0.666667,successful
600211,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600218,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600254,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600263,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600279,BBB,2013J,0,3,3,1.0,81.333333,0.666667,0.666667,successful
600370,BBB,2013J,0,3,3,1.0,79.0,0.666667,0.0,successful
600407,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600428,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600449,BBB,2013J,0,3,3,1.0,88.666667,0.333333,2.666667,at_risk
600470,BBB,2013J,0,3,3,1.0,79.333333,0.666667,0.666667,at_risk
600476,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600490,BBB,2013J,0,3,3,1.0,92.333333,0.333333,4.333333,successful
600541,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600579,BBB,2013J,0,3,2,0.666667,69.5,0.0,5.5,at_risk
600681,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600684,BBB,2013J,0,3,3,1.0,90.333333,0.666667,-1.333333,successful
600740,BBB,2013J,0,3,3,1.0,84.333333,0.666667,-0.333333,successful
600749,BBB,2013J,0,3,1,0.333333,70.0,1.0,-1.0,at_risk
600770,BBB,2013J,0,3,1,0.333333,70.0,0.0,6.0,at_risk
600771,BBB,2013J,0,3,3,1.0,86.666667,0.666667,0.666667,successful
600833,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600844,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
600845,BBB,2013J,0,3,1,0.333333,69.0,1.0,-4.0,at_risk
600856,BBB,2013J,0,3,3,1.0,78.333333,0.666667,-3.666667,successful
600966,BBB,2013J,0,3,3,1.0,88.0,0.666667,-0.666667,successful
600967,BBB,2013J,0,3,1,0.333333,59.0,1.0,0.0,at_risk
600999,BBB,2013J,0,3,3,1.0,77.0,0.333333,5.0,at_risk
601243,BBB,2013J,0,3,3,1.0,74.333333,0.666667,-0.666667,successful
601251,BBB,2013J,0,3,3,1.0,95.333333,0.666667,-3.0,successful
601269,BBB,2013J,0,3,3,1.0,86.0,0.333333,3.666667,successful
601346,BBB,2013J,0,3,3,1.0,94.0,0.333333,1.333333,successful
601424,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
601455,BBB,2013J,0,3,3,1.0,75.333333,0.666667,-0.333333,successful
601472,BBB,2013J,0,3,3,1.0,64.333333,0.666667,0.333333,at_risk
601491,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
601497,BBB,2013J,0,3,3,1.0,83.333333,0.666667,-1.666667,successful
601499,BBB,2013J,0,3,3,1.0,74.333333,0.666667,-1.666667,successful
601504,BBB,2013J,0,3,3,1.0,72.333333,0.666667,-2.333333,successful
601505,BBB,2013J,0,3,3,1.0,77.333333,0.666667,0.333333,at_risk
601551,BBB,2013J,0,3,3,1.0,76.666667,0.666667,0.0,at_risk
601558,BBB,2013J,0,3,3,1.0,71.666667,0.333333,1.333333,at_risk
601635,BBB,2013J,0,3,3,1.0,80.333333,0.333333,2.666667,successful
601655,BBB,2013J,0,3,3,1.0,75.0,0.333333,3.666667,successful
601706,BBB,2013J,0,3,3,1.0,82.333333,0.666667,-0.333333,at_risk
601885,BBB,2013J,0,3,3,1.0,63.333333,0.333333,7.0,successful
601887,BBB,2013J,0,3,3,1.0,76.333333,0.666667,-0.666667,successful
601896,BBB,2013J,0,3,3,1.0,69.0,0.333333,2.0,at_risk
601934,BBB,2013J,0,3,3,1.0,37.666667,0.666667,0.0,at_risk
601951,BBB,2013J,0,3,3,1.0,77.666667,0.666667,0.666667,at_risk
602009,BBB,2013J,0,3,3,1.0,83.666667,0.666667,-1.0,successful
602011,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
602014,BBB,2013J,0,3,3,1.0,78.666667,0.666667,-4.666667,successful
602032,BBB,2013J,0,3,1,0.333333,60.0,1.0,0.0,at_risk
602066,BBB,2013J,0,3,3,1.0,78.333333,0.666667,0.333333,successful
602147,BBB,2013J,0,3,3,1.0,83.0,0.666667,-2.0,successful
602245,BBB,2013J,0,3,3,1.0,78.333333,0.666667,-5.333333,successful
602324,BBB,2013J,0,3,3,1.0,81.0,0.333333,0.666667,at_risk
602395,BBB,2013J,0,3,3,1.0,77.0,0.666667,-0.333333,successful
602458,BBB,2013J,0,3,3,1.0,93.0,0.666667,-0.333333,successful
602483,BBB,2013J,0,3,3,1.0,82.0,0.0,5.0,at_risk
602496,BBB,2013J,0,3,3,1.0,83.666667,0.666667,0.0,successful
602598,BBB,2013J,0,3,1,0.333333,45.0,0.0,11.0,at_risk
602631,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
602634,BBB,2013J,0,3,1,0.333333,71.0,1.0,0.0,at_risk
602652,BBB,2013J,0,3,1,0.333333,69.0,1.0,0.0,at_risk
602666,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
602739,BBB,2013J,0,3,3,1.0,59.0,0.666667,0.333333,at_risk
602767,BBB,2013J,0,3,2,0.666667,68.0,0.0,6.5,at_risk
602803,BBB,2013J,0,3,3,1.0,64.666667,0.666667,0.666667,at_risk
602826,BBB,2013J,0,3,3,1.0,88.333333,0.666667,-1.0,at_risk
602863,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
602971,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
603012,BBB,2013J,0,3,3,1.0,87.0,0.666667,-1.0,successful
603035,BBB,2013J,0,3,3,1.0,78.666667,0.666667,0.333333,successful
603036,BBB,2013J,0,3,3,1.0,88.333333,0.666667,-0.333333,successful
603038,BBB,2013J,0,3,3,1.0,79.0,0.666667,0.0,successful
603052,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
603113,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
603123,BBB,2013J,0,3,3,1.0,82.333333,0.333333,1.666667,successful
603165,BBB,2013J,0,3,3,1.0,91.666667,0.666667,0.0,successful
603210,BBB,2013J,0,3,3,1.0,83.333333,0.666667,0.333333,successful
603265,BBB,2013J,0,3,3,1.0,69.666667,0.666667,0.333333,at_risk
603270,BBB,2013J,0,3,3,1.0,68.666667,0.666667,0.666667,at_risk
603287,BBB,2013J,0,3,3,1.0,78.666667,0.666667,-4.666667,successful
603296,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
603398,BBB,2013J,0,3,3,1.0,88.666667,0.666667,-0.666667,successful
603440,BBB,2013J,0,3,3,1.0,75.0,0.666667,0.666667,successful
603446,BBB,2013J,0,3,3,1.0,73.333333,0.666667,0.333333,successful
603471,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
603516,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
603601,BBB,2013J,0,3,3,1.0,76.333333,0.666667,-0.333333,successful
603627,BBB,2013J,0,3,3,1.0,85.333333,0.666667,0.0,successful
603661,BBB,2013J,0,3,3,1.0,92.333333,0.666667,-1.333333,successful
603789,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
603818,BBB,2013J,0,3,3,1.0,69.0,0.333333,3.333333,at_risk
603908,BBB,2013J,0,3,1,0.333333,66.0,1.0,-1.0,successful
603910,BBB,2013J,0,3,3,1.0,66.666667,0.333333,2.666667,at_risk
603912,BBB,2013J,0,3,3,1.0,76.333333,0.666667,0.0,successful
604079,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
604095,BBB,2013J,0,3,3,1.0,62.0,0.0,3.0,at_risk
604116,BBB,2013J,0,3,3,1.0,79.0,0.666667,-0.666667,successful
604118,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
604147,BBB,2013J,0,3,3,1.0,73.0,0.666667,0.333333,at_risk
604151,BBB,2013J,0,3,3,1.0,73.666667,0.666667,-1.666667,successful
604154,BBB,2013J,0,3,3,1.0,72.333333,0.333333,3.0,successful
604161,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
604187,BBB,2013J,0,3,3,1.0,88.0,0.666667,0.333333,successful
604196,BBB,2013J,0,3,3,1.0,84.0,0.666667,-1.333333,successful
604200,BBB,2013J,0,3,3,1.0,82.0,0.666667,-3.0,successful
604204,BBB,2013J,0,3,3,1.0,80.0,0.666667,-1.333333,successful
604238,BBB,2013J,0,3,3,1.0,83.0,0.666667,0.666667,successful
604292,BBB,2013J,0,3,3,1.0,85.0,0.666667,0.0,successful
604298,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
604315,BBB,2013J,0,3,3,1.0,89.333333,0.666667,0.0,successful
604356,BBB,2013J,0,3,3,1.0,80.666667,0.666667,-0.666667,successful
604523,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
604543,BBB,2013J,0,3,3,1.0,56.333333,0.666667,-0.333333,successful
604556,BBB,2013J,0,3,3,1.0,72.0,0.666667,0.666667,successful
604610,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
604731,BBB,2013J,0,3,3,1.0,55.666667,0.333333,2.0,at_risk
604752,BBB,2013J,0,3,1,0.333333,57.0,1.0,-2.0,at_risk
604916,BBB,2013J,0,3,3,1.0,75.666667,0.333333,2.666667,successful
604917,BBB,2013J,0,3,3,1.0,83.333333,0.666667,-1.666667,successful
604919,BBB,2013J,0,3,3,1.0,74.333333,0.666667,-0.666667,successful
604921,BBB,2013J,0,3,3,1.0,60.333333,0.666667,0.333333,at_risk
604923,BBB,2013J,0,3,3,1.0,52.333333,0.666667,0.333333,at_risk
604932,BBB,2013J,0,3,3,1.0,65.666667,0.666667,-0.333333,successful
604939,BBB,2013J,0,3,3,1.0,67.666667,0.666667,-2.0,at_risk
604942,BBB,2013J,0,3,2,0.666667,58.5,1.0,0.0,successful
604951,BBB,2013J,0,3,3,1.0,64.666667,0.0,4.0,at_risk
604962,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
604966,BBB,2013J,0,3,3,1.0,85.0,0.666667,0.0,successful
604982,BBB,2013J,0,3,3,1.0,67.666667,0.666667,-0.666667,successful
605009,BBB,2013J,0,3,3,1.0,83.666667,0.666667,-0.666667,successful
605102,BBB,2013J,0,3,3,1.0,77.333333,0.333333,2.666667,successful
605207,BBB,2013J,0,3,3,1.0,90.0,0.666667,0.0,successful
605246,BBB,2013J,0,3,3,1.0,51.0,0.333333,1.0,successful
605255,BBB,2013J,0,3,3,1.0,83.666667,0.666667,0.0,at_risk
605292,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
605309,BBB,2013J,0,3,1,0.333333,80.0,1.0,-1.0,at_risk
605327,BBB,2013J,0,3,3,1.0,59.666667,0.666667,0.0,at_risk
605390,BBB,2013J,0,3,3,1.0,64.0,0.666667,-0.333333,successful
605438,BBB,2013J,0,3,3,1.0,93.0,0.666667,-1.0,successful
605494,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
605505,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
605594,BBB,2013J,0,3,3,1.0,72.0,0.666667,-0.666667,at_risk
605595,BBB,2013J,0,3,2,0.666667,67.5,0.5,0.5,at_risk
605679,BBB,2013J,0,3,3,1.0,64.333333,0.333333,3.333333,successful
605691,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
605832,BBB,2013J,0,3,3,1.0,83.333333,0.666667,-0.333333,successful
605854,BBB,2013J,0,3,3,1.0,67.0,0.666667,0.333333,at_risk
605882,BBB,2013J,0,3,1,0.333333,55.0,1.0,-1.0,at_risk
605914,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
605916,BBB,2013J,0,3,3,1.0,71.666667,0.666667,0.0,successful
605930,BBB,2013J,0,3,3,1.0,69.333333,0.666667,0.333333,successful
606063,BBB,2013J,0,3,1,0.333333,63.0,1.0,0.0,at_risk
606097,BBB,2013J,0,3,3,1.0,85.0,0.666667,-0.333333,successful
606179,BBB,2013J,0,3,3,1.0,92.666667,0.666667,0.0,successful
606194,BBB,2013J,0,3,3,1.0,83.0,0.666667,-0.333333,successful
606229,BBB,2013J,0,3,3,1.0,76.333333,0.666667,0.0,successful
606333,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
606355,BBB,2013J,0,3,3,1.0,76.666667,0.333333,4.0,at_risk
606377,BBB,2013J,0,3,3,1.0,66.0,0.666667,0.0,successful
606388,BBB,2013J,0,3,1,0.333333,79.0,1.0,0.0,at_risk
606410,BBB,2013J,0,3,3,1.0,81.0,0.333333,1.0,successful
606412,BBB,2013J,0,3,2,0.666667,65.5,1.0,-0.5,successful
606414,BBB,2013J,0,3,3,1.0,81.333333,0.666667,0.0,successful
606420,BBB,2013J,0,3,3,1.0,75.666667,0.666667,-0.333333,successful
606422,BBB,2013J,0,3,3,1.0,81.333333,0.666667,-2.333333,successful
606426,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
606450,BBB,2013J,0,3,3,1.0,79.0,0.666667,-1.0,successful
606458,BBB,2013J,0,3,3,1.0,64.666667,0.666667,0.333333,successful
606465,BBB,2013J,0,3,2,0.666667,89.0,1.0,-0.5,successful
606477,BBB,2013J,0,3,0,0.0,0.0,0.0,0.0,at_risk
606546,BBB,2013J,0,3,3,1.0,72.333333,0.666667,0.666667,successful
606562,BBB,2013J,0,3,3,1.0,88.666667,0.666667,-0.333333,successful
606572,BBB,2013J,0,3,3,1.0,81.333333,0.666667,0.333333,successful
